Index,Id,Class,Name,Unknown,Gender,Level,Unknown,Unknown,Brand,Unknown,Payment,Exchange,Cash 7,Cash 30,Cash Perm,Points 7,Points 30,Points Perm,Unknown,Icon Path,NifFile1,NifFile2,NifFile3,NifFile4,NifFile5,Description
318,1031190,103,Shirt style black,0,0,0,0,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts119_0,Shape1_Shirts119_0,Shape2_Shirts119_0,Shape3_Shirts119_0,Shape4_Shirts119_0,,
319,1031191,103,Shirt style white,0,0,0,0,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts119_1,Shape1_Shirts119_1,Shape2_Shirts119_1,Shape3_Shirts119_1,Shape4_Shirts119_1,,
320,1031192,103,Shirt style red,0,0,0,0,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts119_2,Shape1_Shirts119_2,Shape2_Shirts119_2,Shape3_Shirts119_2,Shape4_Shirts119_2,,
321,1031193,103,Shirt style blue,0,0,0,0,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts119_3,Shape1_Shirts119_3,Shape2_Shirts119_3,Shape3_Shirts119_3,Shape4_Shirts119_3,,
322,1031194,103,Shirt style pink,0,0,0,0,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts119_4,Shape1_Shirts119_4,Shape2_Shirts119_4,Shape3_Shirts119_4,Shape4_Shirts119_4,,
323,1031200,103,Jeans Jacket azure,0,0,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts120_0,Shape1_Shirts120_0,Shape2_Shirts120_0,Shape3_Shirts120_0,Shape4_Shirts120_0,,
324,1031201,103,Jeans Jacket blue,0,0,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts120_1,Shape1_Shirts120_1,Shape2_Shirts120_1,Shape3_Shirts120_1,Shape4_Shirts120_1,,
325,1031202,103,Jeans Jacket black,0,0,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts120_2,Shape1_Shirts120_2,Shape2_Shirts120_2,Shape3_Shirts120_2,Shape4_Shirts120_2,,
326,1031210,103,Trendy jacket white,0,1,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts121_0,Shape1_Shirts121_0,Shape2_Shirts121_0,Shape3_Shirts121_0,Shape4_Shirts121_0,,
327,1031211,103,Trendy jacket black,0,1,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts121_1,Shape1_Shirts121_1,Shape2_Shirts121_1,Shape3_Shirts121_1,Shape4_Shirts121_1,,
328,1031212,103,Leather jacket,0,1,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts121_2,Shape1_Shirts121_2,Shape2_Shirts121_2,Shape3_Shirts121_2,Shape4_Shirts121_2,,
329,1031220,103,Baseball jacket grey,0,1,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts122_0,Shape1_Shirts122_0,Shape2_Shirts122_0,Shape3_Shirts122_0,Shape4_Shirts122_0,,
330,1031221,103,Baseball jacket white,0,1,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts122_1,Shape1_Shirts122_1,Shape2_Shirts122_1,Shape3_Shirts122_1,Shape4_Shirts122_1,,
331,1031230,103,Halfsleeves shirt blue,0,1,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts123_0,Shape1_Shirts123_0,Shape2_Shirts123_0,Shape3_Shirts123_0,Shape4_Shirts123_0,,
332,1031231,103,Halfsleeves shirt azure,0,1,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts123_1,Shape1_Shirts123_1,Shape2_Shirts123_1,Shape3_Shirts123_1,Shape4_Shirts123_1,,
333,1031232,103,Halfsleeves shirt black,0,1,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts123_2,Shape1_Shirts123_2,Shape2_Shirts123_2,Shape3_Shirts123_2,Shape4_Shirts123_2,,
334,1031233,103,Halfsleeves shirt red,0,1,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts123_3,Shape1_Shirts123_3,Shape2_Shirts123_3,Shape3_Shirts123_3,Shape4_Shirts123_3,,
335,1031240,103,Waistcoat yellow,0,1,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts124_0,Shape1_Shirts124_0,Shape2_Shirts124_0,Shape3_Shirts124_0,Shape4_Shirts124_0,,
336,1031241,103,Waistcoat blue,0,1,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts124_1,Shape1_Shirts124_1,Shape2_Shirts124_1,Shape3_Shirts124_1,Shape4_Shirts124_1,,
337,1031242,103,Waistcoat red,0,1,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts124_2,Shape1_Shirts124_2,Shape2_Shirts124_2,Shape3_Shirts124_2,Shape4_Shirts124_2,,
338,1031250,103,Hooded jacket red,0,1,0,112,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts125_0,Shape1_Shirts125_0,Shape2_Shirts125_0,Shape3_Shirts125_0,Shape4_Shirts125_0,,
339,1031251,103,Hooded jacket blue,0,1,0,112,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts125_1,Shape1_Shirts125_1,Shape2_Shirts125_1,Shape3_Shirts125_1,Shape4_Shirts125_1,,
340,1031252,103,Hooded jacket green,0,1,0,112,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts125_2,Shape1_Shirts125_2,Shape2_Shirts125_2,Shape3_Shirts125_2,Shape4_Shirts125_2,,
341,1031253,103,Hooded jacket grey,0,1,0,112,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts125_3,Shape1_Shirts125_3,Shape2_Shirts125_3,Shape3_Shirts125_3,Shape4_Shirts125_3,,
342,1031260,103,Kicks shirt red,0,1,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts126_0,Shape1_Shirts126_0,Shape2_Shirts126_0,Shape3_Shirts126_0,Shape4_Shirts126_0,,
343,1031261,103,Kicks shirt blue,0,1,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts126_1,Shape1_Shirts126_1,Shape2_Shirts126_1,Shape3_Shirts126_1,Shape4_Shirts126_1,,
344,1031262,103,Kicks shirt yellow,0,1,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts126_2,Shape1_Shirts126_2,Shape2_Shirts126_2,Shape3_Shirts126_2,Shape4_Shirts126_2,,
345,1031263,103,Kicks shirt black,0,1,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts126_3,Shape1_Shirts126_3,Shape2_Shirts126_3,Shape3_Shirts126_3,Shape4_Shirts126_3,,
346,1031270,103,Laced shirt red,0,1,0,112,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts127_0,Shape1_Shirts127_0,Shape2_Shirts127_0,Shape3_Shirts127_0,Shape4_Shirts127_0,,
347,1031271,103,Laced shirt blue,0,1,0,112,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts127_1,Shape1_Shirts127_1,Shape2_Shirts127_1,Shape3_Shirts127_1,Shape4_Shirts127_1,,
348,1031272,103,Laced shirt yellow,0,1,0,112,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts127_2,Shape1_Shirts127_2,Shape2_Shirts127_2,Shape3_Shirts127_2,Shape4_Shirts127_2,,
349,1031280,103,Jacket beige,0,1,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts128_0,Shape1_Shirts128_0,Shape2_Shirts128_0,Shape3_Shirts128_0,Shape4_Shirts128_0,,
350,1031281,103,Jacket brown,0,1,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts128_1,Shape1_Shirts128_1,Shape2_Shirts128_1,Shape3_Shirts128_1,Shape4_Shirts128_1,,
351,1031282,103,Jacket black,0,1,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts128_2,Shape1_Shirts128_2,Shape2_Shirts128_2,Shape3_Shirts128_2,Shape4_Shirts128_2,,
352,1031290,103,Fashion top yellow,0,2,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts129_0,Shape1_Shirts129_0,Shape2_Shirts129_0,Shape3_Shirts129_0,Shape4_Shirts129_0,,
353,1031291,103,Fashion top blue,0,2,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts129_1,Shape1_Shirts129_1,Shape2_Shirts129_1,Shape3_Shirts129_1,Shape4_Shirts129_1,,
354,1031292,103,Fashion top pink,0,2,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts129_2,Shape1_Shirts129_2,Shape2_Shirts129_2,Shape3_Shirts129_2,Shape4_Shirts129_2,,
355,1031293,103,Fashion top black,0,2,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts129_3,Shape1_Shirts129_3,Shape2_Shirts129_3,Shape3_Shirts129_3,Shape4_Shirts129_3,,
356,1031300,103,Biker jacket blue,0,2,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts130_0,Shape1_Shirts130_0,Shape2_Shirts130_0,Shape3_Shirts130_0,Shape4_Shirts130_0,,
357,1031301,103,Biker jacket red,0,2,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts130_1,Shape1_Shirts130_1,Shape2_Shirts130_1,Shape3_Shirts130_1,Shape4_Shirts130_1,,
358,1031302,103,Biker jacket azure,0,2,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts130_2,Shape1_Shirts130_2,Shape2_Shirts130_2,Shape3_Shirts130_2,Shape4_Shirts130_2,,
359,1031310,103,Offshoulder shirt purple,0,2,0,0,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts131_0,Shape1_Shirts131_0,Shape2_Shirts131_0,Shape3_Shirts131_0,Shape4_Shirts131_0,,
360,1031311,103,Offshoulder shirt blue,0,2,0,0,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts131_1,Shape1_Shirts131_1,Shape2_Shirts131_1,Shape3_Shirts131_1,Shape4_Shirts131_1,,
361,1031312,103,Offshoulder shirt red,0,2,0,0,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts131_2,Shape1_Shirts131_2,Shape2_Shirts131_2,Shape3_Shirts131_2,Shape4_Shirts131_2,,
362,1031313,103,Offshoulder shirt black,0,2,0,0,0,0,0,3,1,94,189,377,2000,4000,8000,10300,Item/Shirts131_3,Shape1_Shirts131_3,Shape2_Shirts131_3,Shape3_Shirts131_3,Shape4_Shirts131_3,,
363,1031320,103,Dark top yellow,0,2,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts132_0,Shape1_Shirts132_0,Shape2_Shirts132_0,Shape3_Shirts132_0,Shape4_Shirts132_0,,
364,1031321,103,Dark top green,0,2,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts132_1,Shape1_Shirts132_1,Shape2_Shirts132_1,Shape3_Shirts132_1,Shape4_Shirts132_1,,
365,1031322,103,Dark top blue,0,2,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts132_2,Shape1_Shirts132_2,Shape2_Shirts132_2,Shape3_Shirts132_2,Shape4_Shirts132_2,,
366,1031323,103,Dark top pink,0,2,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts132_3,Shape1_Shirts132_3,Shape2_Shirts132_3,Shape3_Shirts132_3,Shape4_Shirts132_3,,
367,1031330,103,Casual top white,0,2,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts133_0,Shape1_Shirts133_0,Shape2_Shirts133_0,Shape3_Shirts133_0,Shape4_Shirts133_0,,
368,1031331,103,Casual top pink,0,2,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts133_1,Shape1_Shirts133_1,Shape2_Shirts133_1,Shape3_Shirts133_1,Shape4_Shirts133_1,,
369,1031332,103,Casual top green,0,2,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts133_2,Shape1_Shirts133_2,Shape2_Shirts133_2,Shape3_Shirts133_2,Shape4_Shirts133_2,,
370,1031333,103,Casual top grey,0,2,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts133_3,Shape1_Shirts133_3,Shape2_Shirts133_3,Shape3_Shirts133_3,Shape4_Shirts133_3,,
371,1031334,103,Casual top black,0,2,0,0,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts133_4,Shape1_Shirts133_4,Shape2_Shirts133_4,Shape3_Shirts133_4,Shape4_Shirts133_4,,
372,1031340,103,Short jacket white,0,2,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts134_0,Shape1_Shirts134_0,Shape2_Shirts134_0,Shape3_Shirts134_0,Shape4_Shirts134_0,,
373,1031341,103,Short jacket black,0,2,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts134_1,Shape1_Shirts134_1,Shape2_Shirts134_1,Shape3_Shirts134_1,Shape4_Shirts134_1,,
374,1031350,103,Short jacket closed,0,2,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts135_0,Shape1_Shirts135_0,Shape2_Shirts135_0,Shape3_Shirts135_0,Shape4_Shirts135_0,,
375,1031351,103,Short jacket black,0,2,0,112,0,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts135_1,Shape1_Shirts135_1,Shape2_Shirts135_1,Shape3_Shirts135_1,Shape4_Shirts135_1,,
376,1031360,103,Biker Jacket red,0,0,0,112,0,0,0,3,1,142,284,566,3000,6000,12000,10300,Item/Shirts136_0,Shape1_Shirts136_0,Shape2_Shirts136_0,Shape3_Shirts136_0,Shape4_Shirts136_0,,
377,1031361,103,Biker Jacket blue,0,0,0,112,0,0,0,3,1,142,284,566,3000,6000,12000,10300,Item/Shirts136_1,Shape1_Shirts136_1,Shape2_Shirts136_1,Shape3_Shirts136_1,Shape4_Shirts136_1,,
378,1031362,103,Biker Jacket green,0,0,0,112,0,0,0,3,1,142,284,566,3000,6000,12000,10300,Item/Shirts136_2,Shape1_Shirts136_2,Shape2_Shirts136_2,Shape3_Shirts136_2,Shape4_Shirts136_2,,
379,1031370,103,Camo Stripe Jacket grey,0,1,0,112,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts137_0,Shape1_Shirts137_0,Shape2_Shirts137_0,Shape3_Shirts137_0,Shape4_Shirts137_0,,
380,1031371,103,Camo Stripe Jacket brown,0,1,0,112,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts137_1,Shape1_Shirts137_1,Shape2_Shirts137_1,Shape3_Shirts137_1,Shape4_Shirts137_1,,
381,1031380,103,Sailor Uniform blue,0,2,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts138_0,Shape1_Shirts138_0,Shape2_Shirts138_0,Shape3_Shirts138_0,Shape4_Shirts138_0,,
382,1031381,103,Sailor Uniform red,0,2,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts138_1,Shape1_Shirts138_1,Shape2_Shirts138_1,Shape3_Shirts138_1,Shape4_Shirts138_1,,
383,1031390,103,Beachwear blue,0,0,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts139_0,Shape1_Shirts139_0,Shape2_Shirts139_0,Shape3_Shirts139_0,Shape4_Shirts139_0,,
384,1031391,103,Beachwear yellow,0,0,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts139_1,Shape1_Shirts139_1,Shape2_Shirts139_1,Shape3_Shirts139_1,Shape4_Shirts139_1,,
385,1031400,103,School Uniform Jacket,0,0,0,112,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts140_0,Shape1_Shirts140_0,Shape2_Shirts140_0,Shape3_Shirts140_0,Shape4_Shirts140_0,,
386,1031410,103,Bruce Yellow Top,0,0,0,112,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts141_0,Shape1_Shirts141_0,Shape2_Shirts141_0,Shape3_Shirts141_0,Shape4_Shirts141_0,,
387,1031420,103,Vivid color Top,0,2,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts142_0,Shape1_Shirts142_0,Shape2_Shirts142_0,Shape3_Shirts142_0,Shape4_Shirts142_0,,
388,1031430,103,Vivid color Top,0,1,0,0,0,0,0,3,1,118,236,471,2500,5000,10000,10300,Item/Shirts143_0,Shape1_Shirts143_0,Shape2_Shirts143_0,Shape3_Shirts143_0,Shape4_Shirts143_0,,
389,1033000,103,Referee shirt black,0,0,0,0,1,0,0,3,1,106,212,424,2250,4500,9000,10300,Item/Shirts300_0,Shape1_Shirts300_0,Shape2_Shirts300_0,Shape3_Shirts300_0,Shape4_Shirts300_0,,
390,1033001,103,Referee shirt yellow,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts300_1,Shape1_Shirts300_1,Shape2_Shirts300_1,Shape3_Shirts300_1,Shape4_Shirts300_1,,
391,1033010,103,Korea classic jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts301_0,Shape1_Shirts301_0,Shape2_Shirts301_0,Shape3_Shirts301_0,Shape4_Shirts301_0,,
392,1033012,103,Korea jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts301_2,Shape1_Shirts301_2,Shape2_Shirts301_2,Shape3_Shirts301_2,Shape4_Shirts301_2,,
393,1033020,103,Italy jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts302_0,Shape1_Shirts302_0,Shape2_Shirts302_0,Shape3_Shirts302_0,Shape4_Shirts302_0,,
394,1033030,103,Germany jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts303_0,Shape1_Shirts303_0,Shape2_Shirts303_0,Shape3_Shirts303_0,Shape4_Shirts303_0,,
395,1033040,103,France jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts304_0,Shape1_Shirts304_0,Shape2_Shirts304_0,Shape3_Shirts304_0,Shape4_Shirts304_0,,
396,1033050,103,Spain jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts305_0,Shape1_Shirts305_0,Shape2_Shirts305_0,Shape3_Shirts305_0,Shape4_Shirts305_0,,
397,1033060,103,Argentina jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts306_0,Shape1_Shirts306_0,Shape2_Shirts306_0,Shape3_Shirts306_0,Shape4_Shirts306_0,,
398,1033070,103,England jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts307_0,Shape1_Shirts307_0,Shape2_Shirts307_0,Shape3_Shirts307_0,Shape4_Shirts307_0,,
399,1033080,103,Brazil jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts308_0,Shape1_Shirts308_0,Shape2_Shirts308_0,Shape3_Shirts308_0,Shape4_Shirts308_0,,
400,1033090,103,Portugal jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts309_0,Shape1_Shirts309_0,Shape2_Shirts309_0,Shape3_Shirts309_0,Shape4_Shirts309_0,,
401,1033100,103,Holland jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts310_0,Shape1_Shirts310_0,Shape2_Shirts310_0,Shape3_Shirts310_0,Shape4_Shirts310_0,,
402,1033110,103,Sweden jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts311_0,Shape1_Shirts311_0,Shape2_Shirts311_0,Shape3_Shirts311_0,Shape4_Shirts311_0,,
403,1033120,103,Japan jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts312_0,Shape1_Shirts312_0,Shape2_Shirts312_0,Shape3_Shirts312_0,Shape4_Shirts312_0,,
404,1033130,103,Nigeria Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts313_0,Shape1_Shirts313_0,Shape2_Shirts313_0,Shape3_Shirts313_0,Shape4_Shirts313_0,,
405,1033140,103,Cameroon Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts314_0,Shape1_Shirts314_0,Shape2_Shirts314_0,Shape3_Shirts314_0,Shape4_Shirts314_0,,
406,1033150,103,Mexico Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts315_0,Shape1_Shirts315_0,Shape2_Shirts315_0,Shape3_Shirts315_0,Shape4_Shirts315_0,,
407,1033160,103,Paraguay Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts316_0,Shape1_Shirts316_0,Shape2_Shirts316_0,Shape3_Shirts316_0,Shape4_Shirts316_0,,
408,1033170,103,Uruguay Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts317_0,Shape1_Shirts317_0,Shape2_Shirts317_0,Shape3_Shirts317_0,Shape4_Shirts317_0,,
409,1033180,103,Australia Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts318_0,Shape1_Shirts318_0,Shape2_Shirts318_0,Shape3_Shirts318_0,Shape4_Shirts318_0,,
410,1033190,103,Czech  Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts319_0,Shape1_Shirts319_0,Shape2_Shirts319_0,Shape3_Shirts319_0,Shape4_Shirts319_0,,
411,1033200,103,Russia Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts320_0,Shape1_Shirts320_0,Shape2_Shirts320_0,Shape3_Shirts320_0,Shape4_Shirts320_0,,
412,1033500,103,Chinese Jersey,102,0,0,0,1,0,0,0,1,130,259,518,2750,5500,11000,10300,Item/Shirts350_0,Shape1_Shirts350_0,Shape2_Shirts350_0,Shape3_Shirts350_0,Shape4_Shirts350_0,,
413,1033510,103,Malaysia Jersey,104,0,0,0,1,0,0,0,1,130,259,518,2750,5500,11000,10300,Item/Shirts351_0,Shape1_Shirts351_0,Shape2_Shirts351_0,Shape3_Shirts351_0,Shape4_Shirts351_0,,
414,1033520,103,Singapore Jersey,104,0,0,0,1,0,0,0,1,130,259,518,2750,5500,11000,10300,Item/Shirts352_0,Shape1_Shirts352_0,Shape2_Shirts352_0,Shape3_Shirts352_0,Shape4_Shirts352_0,,
415,1033530,103,Bulgaria Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts353_0,Shape1_Shirts353_0,Shape2_Shirts353_0,Shape3_Shirts353_0,Shape4_Shirts353_0,,
416,1033540,103,Croatia Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts354_0,Shape1_Shirts354_0,Shape2_Shirts354_0,Shape3_Shirts354_0,Shape4_Shirts354_0,,
417,1033550,103,Romania Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts355_0,Shape1_Shirts355_0,Shape2_Shirts355_0,Shape3_Shirts355_0,Shape4_Shirts355_0,,
418,1033560,103,Polska Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts356_0,Shape1_Shirts356_0,Shape2_Shirts356_0,Shape3_Shirts356_0,Shape4_Shirts356_0,,
419,1034010,103,RM Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts401_0,Shape1_Shirts401_0,Shape2_Shirts401_0,Shape3_Shirts401_0,Shape4_Shirts401_0,,
420,1034020,103,MU Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts402_0,Shape1_Shirts402_0,Shape2_Shirts402_0,Shape3_Shirts402_0,Shape4_Shirts402_0,,
421,1034030,103,FV Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts403_0,Shape1_Shirts403_0,Shape2_Shirts403_0,Shape3_Shirts403_0,Shape4_Shirts403_0,,
422,1034040,103,AS Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts404_0,Shape1_Shirts404_0,Shape2_Shirts404_0,Shape3_Shirts404_0,Shape4_Shirts404_0,,
423,1034050,103,UV Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts405_0,Shape1_Shirts405_0,Shape2_Shirts405_0,Shape3_Shirts405_0,Shape4_Shirts405_0,,
424,1034060,103,IM Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts406_0,Shape1_Shirts406_0,Shape2_Shirts406_0,Shape3_Shirts406_0,Shape4_Shirts406_0,,
425,1034070,103,CH Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts407_0,Shape1_Shirts407_0,Shape2_Shirts407_0,Shape3_Shirts407_0,Shape4_Shirts407_0,,
426,1034080,103,TT Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts408_0,Shape1_Shirts408_0,Shape2_Shirts408_0,Shape3_Shirts408_0,Shape4_Shirts408_0,,
427,1034090,103,AM Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts409_0,Shape1_Shirts409_0,Shape2_Shirts409_0,Shape3_Shirts409_0,Shape4_Shirts409_0,,
428,1034100,103,RD Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts410_0,Shape1_Shirts410_0,Shape2_Shirts410_0,Shape3_Shirts410_0,Shape4_Shirts410_0,,
429,1034110,103,EH Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts411_0,Shape1_Shirts411_0,Shape2_Shirts411_0,Shape3_Shirts411_0,Shape4_Shirts411_0,,
430,1034120,103,LP Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts412_0,Shape1_Shirts412_0,Shape2_Shirts412_0,Shape3_Shirts412_0,Shape4_Shirts412_0,,
431,1034130,103,VC Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts413_0,Shape1_Shirts413_0,Shape2_Shirts413_0,Shape3_Shirts413_0,Shape4_Shirts413_0,,
432,1034140,103,LA Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts414_0,Shape1_Shirts414_0,Shape2_Shirts414_0,Shape3_Shirts414_0,Shape4_Shirts414_0,,
433,1034150,103,BF Club jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts415_0,Shape1_Shirts415_0,Shape2_Shirts415_0,Shape3_Shirts415_0,Shape4_Shirts415_0,,
434,1034160,103,PO Jersey,0,0,0,0,1,0,0,3,1,130,259,518,2750,5500,11000,10300,Item/Shirts416_0,Shape1_Shirts416_0,Shape2_Shirts416_0,Shape3_Shirts416_0,Shape4_Shirts416_0,,
