Name,Id
wrist422_0,1114220
wrist423_0,1114230
wrist424_0,1114240
wrist425_0,1114250
wrist426_0,1114260
wrist427_0,1114270
wrist428_0,1114280
wrist429_0,1114290
wrist430_0,1114300
wrist431_0,1114310
wrist432_0,1114320
wrist433_0,1114330
wrist434_0,1114340
wrist435_0,1114350
wrist436_0,1114360
wrist437_0,1114370
wrist438_0,1114380
wrist439_0,1114390
wrist440_0,1114400
wrist441_0,1114410
wrist442_0,1114420
wrist443_0,1114430
wrist444_0,1114440
wrist445_0,1114450
wrist446_0,1114460
wrist447_0,1114470
wrist448_0,1114480
wrist820_0,1118200
xspray801_0,2228010
xspray802_0,2228020
xspray803_0,2228030
xspray804_0,2228040
xspray806_0,2228060
xspray815_0,2228150
xspray817_0,2228170
yspray801_0,2238010
yspray802_0,2238020
yspray803_0,2238030
yspray804_0,2238040
yspray806_0,2238060
yspray815_0,2238150
yspray817_0,2238170
,
Missing,
,
glove102_3,1051023
hspray803_0,2218030
mask101_2,1241012
mask101_3,1241013
mask101_4,1241014
shirts120_3,1031203
shirts120_4,1031204
shirts121_3,1031213
shirts121_4,1031214
shoes210_0,1062100
